ignore,code_post_gfx_mp
ignore,common_mp
ignore,localized_code_post_gfx_mp
ignore,localized_common_mp
col_map_mp,maps/mp/mp_gasworking.d3dbsp
rawfile,maps/mp/mp_gasworking.gsc
impactfx,mp_gasworking
sound,common,mp_gasworking,!all_mp
sound,generic,mp_gasworking,!all_mp
sound,voiceovers,mp_gasworking,!all_mp
sound,multiplayer,mp_gasworking,!all_mp
rawfile,maps/mp/_teleport.gsc
rawfile,maps/mp/mp_gasworking_dvere1.gsc
rawfile,maps/mp/mp_gasworking_ele.gsc
xmodel,body_mp_usmc_specops
xmodel,head_mp_usmc_tactical_mich_stripes_nomex
xmodel,body_mp_usmc_sniper
xmodel,head_mp_usmc_tactical_baseball_cap
xmodel,body_mp_usmc_recon
xmodel,head_mp_usmc_nomex
xmodel,body_mp_usmc_assault
xmodel,head_mp_usmc_tactical_mich
xmodel,body_mp_usmc_support
xmodel,head_mp_usmc_shaved_head
xmodel,body_mp_arab_regular_cqb
xmodel,head_mp_arab_regular_headwrap
xmodel,viewhands_desert_opfor
xmodel,body_mp_arab_regular_sniper
xmodel,head_mp_arab_regular_sadiq
xmodel,body_mp_arab_regular_engineer
xmodel,head_mp_arab_regular_ski_mask
xmodel,body_mp_arab_regular_assault
xmodel,head_mp_arab_regular_suren
xmodel,body_mp_arab_regular_support
xmodel,head_mp_arab_regular_asad
rawfile,maps/mp/mp_gasworking_fx.gsc
rawfile,maps/createfx/mp_gasworking_fx.gsc
rawfile,vision/mp_gasworking.vision
rawfile,maps/mp/mp_gasworking_efekt.gsc
rawfile,maps/mp/_explosive_barrels.gsc
xmodel,com_barrel_piece
xmodel,com_barrel_piece2
fx,props/barrel_ignite
fx,props/barrel_fire_top
fx,misc/watersplash_small_chtr
material,compass_map_mp_gasworking



